gene_symbol,Dmap1
analysis_id,vy5z899472kcmzj
pvalue,0.4156501
gene_accession_id,MGI:1913483
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_009_001
parameter_name,Calcium
mouse_strain,C57BL
