gene_symbol,Arpc5l
mouse_life_stage,Early adult
analysis_id,1ihq17cc8hnw74u
pvalue,0.8387328
parameter_id,MGP_IMM_066_001
parameter_name,CD11b-high cDC - % of cDC
gene_accession_id,MGI:1921442
mouse_strain,C57BL
