gene_symbol,Ubxn11
parameter_name,Retina (combined)
gene_accession_id,MGI:1914836
pvalue,0.7417734
parameter_id,IMPC_EYE_092_002
analysis_id,obrpp94n9li7q98
mouse_life_stage,Early adult
mouse_strain,C57BL
