gene_symbol,Bcs1l
parameter_name,Resting Treg cells - % of Treg
pvalue,1.030868
parameter_id,MGP_MLN_010_001
mouse_strain,C57BL
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
analysis_id,0f7kul12jf44ff1
