Mouse_strain,129SV
Analysis_id,8c3bq0mrdf70z2d
Gene_accession_id,MGI:2684980
parameter_id,MGP_BMI_014_001
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
Gene_symbol,Mms22l
Pvalue,0.2127932
mouse_life_stage,Early adult
