mouse_strain,129SV
gene_symbol,Mms22l
mouse_life_stage,Early adult
parameter_name,Coat colouration
pvalue,0.6875036
analysis_id,t6t237039xvmt3e
parameter_id,M-G-P_026_001_004
gene_accession_id,MGI:2684980
