parameter_id,IMPC_GEO_048_002
mouse_strain,C57BL
parameter_name,Anophthalmia
gene_symbol,Ola1
analysis_id,rf5csajvwb9o251
gene_accession_id,MGI:1914309
pvalue,0.7157459
mouse_life_stage,E18.5
