parameter_id,ESLIM_021_001_005
analysis_id,wk9eo802i5g54m7
parameter_name,HDL-cholesterol
mouse_life_stage,Early adult
gene_accession_id,MGI:109356
gene_symbol,Snap23
pvalue,0.4764185
mouse_strain,C57BL
