parameter_id,MGP_IMM_027_001
mouse_life_stage,Early adult
parameter_name,Resting CD4- NKT cells - % of CD4- NKT cells
gene_accession_id,MGI:2446274
mouse_strain,C57BL
pvalue,0.1783042
gene_symbol,Frmpd1
analysis_id,c04141yt2q47vrb
