parameter_id,HRWLLA_OFD_007_001
pvalue,0.4075111
mouse_life_stage,Early adult
analysis_id,14ssr0b5v5r615d
mouse_strain,C57BL
parameter_name,Whole arena resting time
gene_accession_id,MGI:1916846
gene_symbol,Ap5s1
