parameter_id,MGP_IMM_001_001
mouse_strain,C57BL
gene_symbol,Hspa5
pvalue,0.599538
parameter_name,Total T cells - % of CD45+
gene_accession_id,MGI:95835
mouse_life_stage,Early adult
analysis_id,tg1j87u1vs4uswg
