gene_symbol,Ola1
parameter_id,MGP_PBI_031_001
pvalue,0.205425
analysis_id,690lew507lhj7x9
gene_accession_id,MGI:1914309
mouse_life_stage,E18.5
mouse_strain,C57BL
parameter_name,KLRG1+ mature NK cell number
