parameter_name,18kHz-evoked ABR Threshold
mouse_strain,C57BL
gene_accession_id,MGI:88174
pvalue,0.1324522
parameter_id,IMPC_ABR_008_001
gene_symbol,Bmi1
analysis_id,zp9yiw80v35rmi1
mouse_life_stage,E12.5
