gene_symbol,Dnajc8
gene_accession_id,MGI:1915848
mouse_life_stage,Early adult
pvalue,0.8511566
mouse_strain,C57BL
parameter_name,Center permanence time
parameter_id,IMPC_OFD_016_001
analysis_id,sb6z57x76o10e6a
