parameter_name,Percentage center time
mouse_life_stage,Early adult
pvalue,0.8604936
gene_accession_id,MGI:96757
analysis_id,1dt9auari4k8i77
parameter_id,IMPC_OFD_022_001
gene_symbol,Lcn2
mouse_strain,C57BL
