gene_symbol,Bcs1l
parameter_id,IMPC_ECG_004_001
pvalue,0.8685347
parameter_name,RR
gene_accession_id,MGI:1914071
analysis_id,78u2mq5gmgtn621
mouse_life_stage,Early adult
mouse_strain,C57BL
