mouse_strain,C57BL
gene_accession_id,MGI:1922855
parameter_id,MGP_MLN_074_001
pvalue,0.2172236
gene_symbol,Kdm5b
parameter_name,Effector CD8+ T cells - % of CD45+
mouse_life_stage,Early adult
analysis_id,rxsw5y3f5h77g74
