mouse_strain,129SV
pvalue,0.9976961
analysis_id,2833s24901lzteh
parameter_name,Coat - hair distribution - head
parameter_id,IMPC_CSD_012_001
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
gene_symbol,Cds2
