parameter_id,IMPC_ACS_035_001
mouse_strain,C57BL
gene_accession_id,MGI:1929866
analysis_id,20x8x6s78647876
parameter_name,% Pre-pulse inhibition - PPI3
gene_symbol,Rgs20
pvalue,0.1623057
mouse_life_stage,Early adult
