pvalue,0.5932543
parameter_id,MGP_PBI_032_001
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
gene_symbol,Zmynd8
parameter_name,CD4+ KLRG1+ alpha beta T cell number
mouse_strain,129SV
analysis_id,zt6qol496jni042
