parameter_id,IMPC_HEM_038_001
gene_symbol,Abo
parameter_name,Basophil differential count
analysis_id,8x9am0hly8afiiw
pvalue,0.8813866
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2135738
