gene_symbol,AU040320
gene_accession_id,MGI:2140475
mouse_strain,C57BL
analysis_id,34vbn85o63i7pz8
mouse_life_stage,Late adult
pvalue,0.7632188
parameter_id,MGP_IMM_067_001
parameter_name,CD11b-low cDC - % of cDC
