parameter_name,Snout size
gene_symbol,Cds2
pvalue,0.1075743
mouse_life_stage,Early adult
mouse_strain,129SV
gene_accession_id,MGI:1332236
analysis_id,s4k9xvpd50i9516
parameter_id,IMPC_CSD_028_001
