gene_symbol,Dnajc6
analysis_id,6uk8360637ome4r
pvalue,0.175664
parameter_name,Zygomatic bone
mouse_strain,C57BL
parameter_id,IMPC_XRY_002_001
gene_accession_id,MGI:1919935
mouse_life_stage,Early adult
