parameter_id,IMPC_XRY_007_001
gene_accession_id,MGI:1914836
mouse_strain,C57BL
pvalue,0.1511826
parameter_name,Clavicle
mouse_life_stage,Early adult
gene_symbol,Ubxn11
analysis_id,bkd4kus6xx6f6dt
