parameter_name,BMC/Body weight
analysis_id,9g5ao317f66plp1
gene_accession_id,MGI:1913483
parameter_id,JAXLA_DXA_007_001
pvalue,0.9284595
gene_symbol,Dmap1
mouse_life_stage,E12.5
mouse_strain,C57BL
