parameter_id,IMPC_IMM_054_001
mouse_strain,C57BL
mouse_life_stage,E9.5
pvalue,0.8709859
parameter_name,NK Subsets (Q1)
analysis_id,a5595019114y3n7
gene_accession_id,MGI:3026886
gene_symbol,Cdin1
