parameter_id,JAX_OFD_014_001
pvalue,0.3580826
mouse_strain,C57BL
analysis_id,856o87e1431xn3a
gene_symbol,Col6a3
gene_accession_id,MGI:88461
mouse_life_stage,Early adult
parameter_name,Center distance travelled
