gene_symbol,Tatdn3
gene_accession_id,MGI:1916222
parameter_id,IMPC_CSD_070_001
analysis_id,98kvkd613615es1
mouse_strain,C57BL
parameter_name,Lower teeth appearance
mouse_life_stage,Early adult
pvalue,0.7235397
