parameter_name,Calcium
mouse_strain,C57BL
parameter_id,IMPC_CBC_009_001
mouse_life_stage,Early adult
analysis_id,603gr5s806lh1yj
gene_accession_id,MGI:1923029
pvalue,0.6769885
gene_symbol,Dnaaf9
