parameter_id,IMPC_ABR_004_001
gene_accession_id,MGI:1332236
gene_symbol,Cds2
mouse_strain,129SV
analysis_id,y2xcq31anb75i1l
parameter_name,6kHz-evoked ABR Threshold
mouse_life_stage,Early adult
pvalue,0.2396693
