gene_symbol,Fgb
parameter_name,Latency to center entry
mouse_life_stage,E12.5
gene_accession_id,MGI:99501
pvalue,0.5047417
mouse_strain,C57BL
analysis_id,5mz4z4wu7vms3it
parameter_id,IMPC_OFD_018_001
