parameter_id,MGP_BMI_019_001
parameter_name,T cells - % of CD45+
gene_symbol,Zyg11b
pvalue,0.9471098
analysis_id,cyk8n448sky53j4
mouse_strain,C57BL
gene_accession_id,MGI:2685277
mouse_life_stage,E18.5
