gene_symbol,Mecom
gene_accession_id,MGI:95457
parameter_name,Right kidney weight
parameter_id,IMPC_OWT_004_001
mouse_strain,C57BL
pvalue,0.6620667
analysis_id,435928533gd585l
mouse_life_stage,E12.5
