pvalue,0.5257441
parameter_id,MGP_MLN_001_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:3650254
gene_symbol,Zfp683
parameter_name,Total T cells - % of CD45+
analysis_id,uv511p75ts72s0j
