gene_symbol,Ddx27
pvalue,0.6036814
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
mouse_life_stage,Early adult
parameter_id,IMPC_FEA_107_001
mouse_strain,C50BL
gene_accession_id,MGI:2385884
analysis_id,37gv3e843v4r146
