gene_symbol,Zmynd8
parameter_id,MGP_BMI_019_001
parameter_name,T cells - % of CD45+
pvalue,0.2306902
mouse_life_stage,Early adult
analysis_id,9gq4vnm3kevj8wt
gene_accession_id,MGI:1918025
mouse_strain,129SV
