gene_symbol,Tox
pvalue,0.7649743
mouse_life_stage,Early adult
analysis_id,4ln0pn1h7zhw69z
parameter_name,B1B Cells
parameter_id,IMPC_IMM_064_001
gene_accession_id,MGI:2181659
mouse_strain,C57BL
