gene_symbol,Rab17
gene_accession_id,MGI:104640
pvalue,0.2087567
parameter_id,IMPC_XRY_007_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,f9oi04k1vr941p2
parameter_name,Clavicle
