gene_symbol,Plcb1
analysis_id,jzkoz1uv17v57ir
pvalue,0.3156128
mouse_life_stage,Late adult
parameter_id,JAX_OFD_022_001
parameter_name,Percentage center time
mouse_strain,C57BL
gene_accession_id,MGI:97613
