gene_symbol,Cldn19
parameter_id,IMPC_ECG_028_001
mouse_life_stage,Early adult
gene_accession_id,MGI:3033992
pvalue,0.983887
parameter_name,QT
analysis_id,e3v2mw5v4861i1v
mouse_strain,C57BL
