parameter_id,JAXLA_CSD_022_001
gene_symbol,Slc2a8
parameter_name,Hindlimbs - size
mouse_strain,C57BL
pvalue,0.6736637
mouse_life_stage,Early adult
analysis_id,y6dk38f6q5hwc1o
gene_accession_id,MGI:1860103
