parameter_id,MGP_IMM_027_001
parameter_name,Resting CD4- NKT cells - % of CD4- NKT cells
pvalue,0.1503158
mouse_life_stage,Early adult
analysis_id,7xol64drg94ro8u
gene_accession_id,MGI:109356
mouse_strain,C57BL
gene_symbol,Snap23
