parameter_id,JAX_SLW_013_001
parameter_name,Breath rate during sleep mean
gene_accession_id,MGI:87968
pvalue,0.4485657
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,1569hno091wx5m8
gene_symbol,Ahcy
