parameter_name,Fat/Body weight
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
parameter_id,JAXLA_DXA_009_001
mouse_life_stage,Early adult
pvalue,0.3946567
analysis_id,gr9173kru534dbs
mouse_strain,C57BL
