parameter_id,M-G-P_014_001_010
gene_symbol,Bcs1l
pvalue,0.7056492
mouse_strain,C57BL
gene_accession_id,MGI:1914071
mouse_life_stage,E12.5
analysis_id,5c4fgipj5f15800
parameter_name,lens opacity
