mouse_life_stage,Early adult
gene_symbol,Trim46
parameter_name,Naive CD8+ T cells - % of CD8+
parameter_id,MGP_MLN_015_001
pvalue,0.6796264
analysis_id,1t54zt16iujs0di
mouse_strain,C57BL
gene_accession_id,MGI:2673000
