mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_009_002
gene_symbol,Bpifa3
analysis_id,k9y6hnu9160pf42
pvalue,0.5839395
parameter_name,Hemorrhage
gene_accession_id,MGI:1920638
