mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:106100
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
parameter_id,MGP_BMI_014_001
pvalue,0.9813561
gene_symbol,Etfdh
analysis_id,f0ls0b3rdu033go
