gene_symbol,Lpgat1
mouse_life_stage,Middle aged adult
parameter_name,Latency to first transition into dark
gene_accession_id,MGI:2446186
analysis_id,ai238mbl35104si
mouse_strain,C57BL
parameter_id,IMPC_LDT_006_001
pvalue,0.9231401
