parameter_id,MGP_IMM_121_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.05820709
parameter_name,Macrophages - % of CD45+
analysis_id,3n7kn0jhkq00uv3
gene_symbol,Morn5
gene_accession_id,MGI:1922745
