gene_symbol,Wars2
pvalue,0.9968712
parameter_id,IMPC_XRY_033_001
mouse_life_stage,E9.5
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_name,Tibia length
analysis_id,0ckhjof6vz5zd5j
