gene_symbol,Cds2
pvalue,0.4525734
parameter_id,M-G-P_008_001_013
analysis_id,k77jiqw1j6z31w9
mouse_life_stage,Early adult
parameter_name,Startle Response
mouse_strain,C57BL
gene_accession_id,MGI:1332236
