mouse_strain,129SV
analysis_id,y03h32367f7dj6m
parameter_name,HR
pvalue,0.06024012
mouse_life_stage,Early adult
gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
parameter_id,IMPC_ECG_002_001
