gene_symbol,Atf3
analysis_id,hb8ds72l237e786
mouse_life_stage,Early adult
parameter_id,ESLIM_001_001_117
gene_accession_id,MGI:109384
mouse_strain,C57BL
pvalue,0.5756826
parameter_name,eye size
