parameter_id,JAX_OFD_013_001
pvalue,0.256579
analysis_id,py3eb5aqo0noy6h
parameter_name,Periphery average speed
gene_symbol,Bach2
gene_accession_id,MGI:894679
mouse_strain,C57BL
mouse_life_stage,Early adult
