mouse_life_stage,Late adult
parameter_id,MGP_IMM_007_001
gene_accession_id,MGI:1934811
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
pvalue,0.8883973
gene_symbol,Nucks1
analysis_id,u7c9yx5w5r7x4m9
mouse_strain,C57BL
