gene_symbol,Wars2
analysis_id,606k38i69594c5j
gene_accession_id,MGI:1917810
mouse_life_stage,Early adult
parameter_id,JAX_OFD_015_001
pvalue,0.503532
mouse_strain,C57BL
parameter_name,Center resting time
