parameter_id,IMPC_XRY_067_001
gene_symbol,Slc39a10
gene_accession_id,MGI:1914515
mouse_life_stage,Early adult
pvalue,0.3336013
parameter_name,Caudal processes
mouse_strain,C57BL
analysis_id,m586125f0f19541
