gene_symbol,Hpca
parameter_id,IMPC_CSD_070_001
mouse_strain,C57BL
pvalue,0.9101204
mouse_life_stage,Late adult
gene_accession_id,MGI:1336200
analysis_id,917154l2a0128k9
parameter_name,Lower teeth appearance
