parameter_id,JAX_OFD_020_001
gene_accession_id,MGI:1923959
parameter_name,Distance travelled - total
pvalue,0.6570783
gene_symbol,Arpc2
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,b369wd97r2hbcv3
