gene_symbol,Jun
gene_accession_id,MGI:96646
analysis_id,j06rgx8u8f523e0
parameter_id,IMPC_CSD_069_001
pvalue,0.4503453
mouse_strain,C55BL
mouse_life_stage,E9.5
parameter_name,Upper teeth appearance
