gene_symbol,Mms22l
parameter_name,Global prepulse inhibition
parameter_id,ESLIM_011_001_705
analysis_id,91d2k2tsn0412l4
gene_accession_id,MGI:2684980
mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.2476302
