gene_symbol,Ninl
gene_accession_id,MGI:1925427
pvalue,0.4771493
mouse_life_stage,Early adult
parameter_id,IMPC_FEA_003_001
analysis_id,ddc802ngo9837wt
mouse_strain,C57BL
parameter_name,Conditioning Baseline % Freezing Time
